,PGC,GWGC_name,HyperLEDA_name,2MASS_name,SDSS-DR12_name,Type,RA,Dec,dist,dist_err,z,B_mag,B_err,B_Abs,J_mag,J_err,H_mag,H_err,K_mag,K_err,flag2,flag3,Av,SkyCoord,HST,used
935,41598.0,PGC041598,PGC041598,12323613+1801234,,G,188.150574,18.023182000000002,39.0030389203,,0.009381,14.892000000000001,,-18.0635,13.338,0.052000000000000005,12.717,0.067,12.515999999999998,0.09300000000000001,1,1,0.061,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (188.150574, 18.023182)>",0.0,False
936,41914.0,PGC041914,PGC041914,12351665+7555093,,G,188.819412,75.91925,32.1215894924,,0.006225033112520001,15.26,0.92,-17.274,13.277000000000001,0.055999999999999994,12.629000000000001,0.07400000000000001,12.339,0.09300000000000001,2,1,0.093,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (188.819412, 75.91925)>",0.0,False
937,42068.0,PGC042068,PGC042068,12363494+0803169,,G,189.145615,8.05471,30.765537496,,0.006821,14.484000000000002,,-17.9563,13.365,0.08199999999999999,12.78,0.10800000000000001,12.600999999999999,0.172,1,1,0.063,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (189.145615, 8.05471)>",0.0,False
938,42110.0,PGC042110,PGC042110,12370706+0525182,,G,189.279449,5.421745,16.711511551300003,,0.004065999999999999,15.645999999999999,,-15.4691,14.232999999999999,0.076,13.614,0.083,13.575,0.15,1,1,0.065,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (189.279449, 5.421745)>",0.0,False
939,42340.0,PGC042340,PGC042340,12392191+0456119,,G,189.841293,4.936662,39.8894054489,,0.00966,15.026,,-17.9783,14.024000000000001,0.1,13.577,0.129,13.037,0.172,1,1,0.054,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (189.841293, 4.936662)>",0.0,False
940,42609.0,PGC042609,PGC042609,12415461+0935049,,G,190.477554,9.584705,35.2000805215,,0.008255,14.794,,-17.9387,13.286,0.079,12.489,0.08199999999999999,12.470999999999998,0.161,1,1,0.046,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (190.477554, 9.584705)>",0.0,False
941,43178.0,PGC043178,PGC043178,12473823-0552028,,G,191.909302,-5.8674610000000005,2.4765699424700003,,0.001175,13.936,,-13.0333,12.493,0.043,11.864,0.055,11.772,0.111,1,1,0.074,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (191.909302, -5.867461)>",0.0,False
942,43710.0,PGC043710,PGC043710,12524540-0725451,,G,193.189178,-7.429218,35.9941045821,,0.009418000000000001,14.707,,-18.0742,13.833,0.07200000000000001,13.107999999999999,0.083,13.04,0.158,1,1,0.092,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (193.189178, -7.429218)>",0.0,False
943,43864.0,PGC043864,PGC043864,12540189-0130302,,G,193.507904,-1.508404,14.635233628499998,,0.00376992188496,15.68,0.41,-15.147,13.069,0.046,12.37,0.057,12.198,0.092,2,1,0.058,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (193.507904, -1.508404)>",0.0,False
944,44460.0,PGC044460,PGC044460,12582826-1034371,,G,194.617783,-10.576998,14.333831008099999,,0.0042450000000000005,13.454,,-17.3278,12.65,0.046,12.048,0.064,11.921,0.11800000000000001,1,1,0.137,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (194.617783, -10.576998)>",0.0,False
945,44983.0,PGC044983,PGC044983,13021626-1114078,,G,195.56778,-11.235501,32.0825883037,,0.008320000000000001,14.308,,-18.2233,13.722000000000001,0.067,13.196,0.091,13.027000000000001,0.14,1,1,0.121,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (195.56778, -11.235501)>",0.0,False
946,45512.0,PGC045512,PGC045512,13075665-1641207,,G,196.986069,-16.689096,35.2651559224,,0.009145,14.187999999999999,,-18.5487,13.51,0.052000000000000005,12.988,0.062,12.717,0.113,1,1,0.214,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (196.986069, -16.689096)>",0.0,False
947,46256.0,PGC046256,PGC046256,13165624-1635347,,G,199.234344,-16.592997,24.4014307902,,0.00669333334667,14.75,0.34,-17.1871,13.956,0.066,13.287,0.07200000000000001,12.902999999999999,0.113,2,1,0.221,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (199.234344, -16.592997)>",0.0,False
948,46350.0,PGC046350,PGC046350,13182685-1545599,,G,199.61189299999998,-15.766642000000001,30.8348403315,,0.00788928394464,14.74,0.49,-17.7052,12.68,0.039,11.988,0.046,11.690999999999999,0.086,2,1,0.198,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (199.611893, -15.766642)>",0.0,False
949,46852.0,PGC046852,PGC046852,13241621-1642127,,G,201.06758100000002,-16.703533,1.0751852500799999,,0.002888,14.224,,-10.9334,13.424000000000001,0.059000000000000004,12.982000000000001,0.078,12.850999999999999,0.159,1,1,0.204,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (201.067581, -16.703533)>",0.0,False
950,48501.0,PGC048501,PGC048501,13415652+3031101,,G,205.48551899999998,30.519491,21.8400429525,,0.00455721227861,16.38,0.3,-15.3163,15.161,0.075,14.637,0.109,14.59,0.182,2,1,0.052,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (205.485519, 30.519491)>",0.0,False
951,48578.0,PGC048578,PGC048578,13425187+5242299,,G,205.716141,52.708317,34.1764282814,,0.00690522345261,16.34,0.41,-16.3286,14.966,0.091,14.369000000000002,0.14400000000000002,13.946,0.132,2,1,0.026,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (205.716141, 52.708317)>",0.0,False
952,48786.0,PGC048786,PGC048786,13453805-0559050,,G,206.408569,-5.9847410000000005,25.533867332800003,,0.0063,13.764000000000001,,-18.2716,13.03,0.045,12.53,0.06,12.409,0.10800000000000001,1,1,0.071,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (206.408569, -5.984741)>",0.0,False
953,48833.0,PGC048833,PGC048833,13464142+5949225,,G,206.672607,59.822933,34.9137668725,,0.006866793433399999,16.15,0.4,-16.565,14.949000000000002,0.081,14.173,0.09699999999999999,14.13,0.145,2,1,0.035,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (206.672607, 59.822933)>",0.0,False
954,49341.0,PGC049341,PGC049341,13531629+4047462,,G,208.317902,40.796172999999996,37.7782315587,,0.00848148424074,15.44,0.3,-17.4462,14.698,0.069,14.114,0.08900000000000001,13.999,0.146,2,1,0.022,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (208.317902, 40.796173)>",0.0,False
955,50791.0,PGC050791,PGC050791,14132191+5440073,,G,213.34132400000001,54.668696999999995,37.3831072458,,0.00765870382935,16.17,0.39,-16.6934,15.377,0.114,14.639000000000001,0.151,14.277999999999999,0.17300000000000001,2,1,0.046,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (213.341324, 54.668697)>",0.0,False
956,51523.0,PGC051523,PGC051523,14254538-0524071,,G,216.43911699999998,-5.401973,18.2719134185,,0.004507862253930001,13.28,0.31,-18.0289,12.918,0.047,12.444,0.068,12.114,0.092,2,1,0.129,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (216.439117, -5.401973)>",0.0,False
957,51922.0,PGC051922,PGC051922,14320570+5757111,,G,218.023773,57.953106000000005,35.486423691,,0.00706881353441,16.09,0.39,-16.6603,13.014000000000001,0.038,12.249,0.049,11.897,0.057999999999999996,2,1,0.029,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (218.023773, 57.953106)>",0.0,False
958,52966.0,PGC052966,PGC052966,14500279+5224225,,G,222.511658,52.406265000000005,17.7545543407,,0.0032088016044,15.67,0.35,-15.5765,14.142000000000001,0.054000000000000006,13.651,0.073,13.366,0.106,2,1,0.052,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (222.511658, 52.406265)>",0.0,False
959,53134.0,PGC053134,PGC053134,14523479-0333415,,G,223.144989,-3.5615309999999996,21.278843929,,0.00483735241868,12.71,0.3,-18.9297,13.704,0.063,13.107999999999999,0.078,12.89,0.115,2,1,0.271,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (223.144989, -3.561531)>",0.0,False
960,53161.0,PGC053161,PGC053161,14525491-0349364,,G,223.22882099999998,-3.826798,32.0955886389,,0.007476000000000001,14.335,,-18.1972,13.039000000000001,0.053,12.514000000000001,0.07,12.270999999999999,0.11,1,1,0.243,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (223.228821, -3.826798)>",0.0,False
961,53384.0,PGC053384,PGC053384,14560124+0227493,,G,224.00518799999998,2.463699,37.5090198936,,0.008909,14.825,,-18.0457,12.712,0.037000000000000005,12.062999999999999,0.042,11.83,0.09,1,1,0.115,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (224.005188, 2.463699)>",0.0,False
962,54116.0,PGC054116,PGC054116,15094547-0750163,,G,227.439484,-7.837886,33.4826415011,,0.007853,14.839,,-17.7851,13.198,0.04,12.575999999999999,0.044000000000000004,12.392000000000001,0.086,1,1,0.197,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (227.439484, -7.837886)>",0.0,False
963,54371.0,PGC054371,PGC054371,15135421-1306222,,G,228.47587599999997,-13.106172,34.744595411,,0.008287000000000001,14.347000000000001,,-18.3574,13.302,0.059000000000000004,12.845,0.084,12.384,0.113,1,1,0.322,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (228.475876, -13.106172)>",0.0,False
964,55327.0,PGC055327,PGC055327,15315291+4525504,,G,232.97047400000002,45.430676,35.0222155389,,0.0073861236930600005,15.31,0.33,-17.4117,14.644,0.053,14.2,0.07200000000000001,14.26,0.171,2,1,0.037,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (232.970474, 45.430676)>",0.0,False
965,60222.0,PGC060222,PGC060222,17240974+4327102,,G,261.040588,43.452853999999995,37.0184268972,,0.007793103896550001,14.23,0.39,-18.6121,13.777999999999999,0.052000000000000005,13.218,0.075,13.023,0.09300000000000001,2,1,0.066,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (261.040588, 43.452854)>",0.0,False
966,62075.0,PGC062075,PGC062075,18344853+7403425,,G,278.70224,74.061829,33.244192378200005,,0.00636615318308,14.56,0.47,-18.0486,13.739,0.055999999999999994,13.002,0.064,12.937000000000001,0.11599999999999999,2,1,0.195,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (278.70224, 74.061829)>",0.0,False
967,62387.0,PGC062387,PGC062387,18464903+7021524,,G,281.704315,70.364571,31.8139283751,,0.006064173032090001,14.57,0.5,-17.9431,13.083,0.043,12.515999999999998,0.053,12.184000000000001,0.087,2,1,0.16,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (281.704315, 70.364571)>",0.0,False
968,64734.0,PGC064734,PGC064734,20275337+1331000,,G,306.972382,13.516677,39.1333692677,,0.008638,15.087,,-17.8757,13.767999999999999,0.064,13.347000000000001,0.083,13.162,0.153,1,1,0.292,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (306.972382, 13.516677)>",0.0,False
969,65356.0,PGC065356,PGC065356,20463807+0020218,,G,311.65862999999996,0.33939899999999995,39.3983931001,,0.008664,14.998,,-17.9794,13.168,0.047,12.429,0.067,12.294,0.08800000000000001,1,1,0.28,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (311.65863, 0.339399)>",0.0,False
970,67871.0,PGC067871,PGC067871,22015920-1211261,,G,330.496704,-12.190611,38.2038127748,,0.008044684022340001,13.48,0.3,-19.4305,14.677999999999999,0.105,13.873,0.13,13.549000000000001,0.153,2,1,0.139,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (330.496704, -12.190611)>",0.0,False
971,68210.0,PGC068210,PGC068210,22103123+4053373,,G,332.630127,40.893707,37.3483737248,,0.00847,13.987,,-18.8744,13.558,0.055,12.995999999999999,0.073,12.755999999999998,0.098,1,1,0.467,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (332.630127, 40.893707)>",0.0,False
972,69702.0,PGC069702,PGC069702,22470041+2153451,,G,341.75174,21.895884,24.5872567127,,0.004746002373,15.43,0.47,-16.5236,14.901,0.084,14.255,0.086,14.05,0.175,2,1,0.126,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (341.75174, 21.895884)>",0.0,False
973,74886.0,PGC074886,PGC074886,03404323-1838431,,G,55.180138,-18.645306,29.622291455,,0.00648,14.963,,-17.3951,13.151,0.043,12.512,0.053,12.364,0.095,1,1,0.19,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (55.180138, -18.645306)>",0.0,False
974,79364.0,PGC079364,PGC079364,08004563-1609544,,G,120.190155,-16.165125,33.820840876999995,,0.0071202635601300005,15.09,0.48,-17.5559,13.097000000000001,0.06,12.464,0.087,12.220999999999998,0.136,2,1,0.359,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (120.190155, -16.165125)>",0.0,False
975,82546.0,PGC082546,PGC082546,09502102+3335014,,G,147.587616,33.583744,27.2160929581,,0.005546942773470001,16.99,0.36,-15.1841,15.169,0.078,14.793,0.126,14.534,0.159,2,1,0.039,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (147.587616, 33.583744)>",0.0,False
976,83348.0,PGC083348,PGC083348,10490483+1224267,,G,162.270157,12.407438,22.2545405843,,0.00458178229089,18.26,0.31,-13.4771,15.572000000000001,0.09300000000000001,14.856,0.12,14.272,0.133,2,1,0.074,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (162.270157, 12.407438)>",0.0,False
977,83842.0,PGC083842,PGC083842,13144984-1658251,,G,198.70768700000002,-16.973658,15.2166043179,,0.004886,14.482000000000001,,-16.4296,12.831,0.042,12.227,0.052000000000000005,12.049000000000001,0.11800000000000001,1,1,0.244,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (198.707687, -16.973658)>",0.0,False
978,83856.0,PGC083856,PGC083856,13151270-1629569,,G,198.802933,-16.499157,35.516795152600004,,0.00917553458777,15.79,0.35,-16.9622,13.815,0.053,13.22,0.061,13.038,0.13,2,1,0.201,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (198.802933, -16.499157)>",0.0,False
979,86434.0,PGC086434,PGC086434,12494045+2546186,,G,192.418564,25.771856,22.245904578,,0.00467838233919,16.6,0.97,-15.1363,16.014,0.134,15.713,0.228,15.167,0.22699999999999998,2,1,0.029,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (192.418564, 25.771856)>",0.0,False
980,87425.0,PGC087425,PGC087425,09053367+3733490,,G,136.390305,37.563614,30.696236397,,0.006581193290600001,16.58,0.41,-15.8554,15.158,0.069,14.538,0.1,14.249,0.114,2,1,0.055,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (136.390305, 37.563614)>",0.0,False
981,87905.0,PGC087905,PGC087905,01535632-1350125,,G,28.484671000000002,-13.836814000000002,24.9762353458,,0.004979,15.095999999999998,,-16.8916,13.242,0.04,12.542,0.055,12.402999999999999,0.087,1,1,0.048,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (28.484671, -13.836814)>",0.0,False
982,93140.0,PGC093140,PGC093140,22023229+1945002,,G,330.634583,19.750073999999998,26.0829642676,,0.004984352492180001,14.89,0.48,-17.1918,13.335,0.07200000000000001,12.645,0.085,12.485,0.12300000000000001,2,1,0.212,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (330.634583, 19.750074)>",0.0,False
983,93597.0,PGC093597,PGC093597,10511304+2800221,,G,162.804352,28.006149,22.3236296128,,0.004272662136329999,16.06,0.4,-15.6838,13.52,0.052000000000000005,12.727,0.067,12.550999999999998,0.085,2,1,0.066,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (162.804352, 28.006149)>",0.0,False
984,101479.0,PGC101479,PGC101479,12591328+3456110,,G,194.805374,34.936409000000005,18.9446266664,,0.00360234180117,17.02,0.5,-14.3674,15.224,0.079,14.517000000000001,0.1,14.495999999999999,0.162,2,1,0.027,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (194.805374, 34.936409)>",0.0,False
985,101501.0,PGC101501,PGC101501,13513107+3927163,,G,207.879486,39.454533000000005,30.2718050615,,0.006546123273060001,16.56,0.66,-15.8452,15.015999999999998,0.07400000000000001,14.485999999999999,0.111,14.190999999999999,0.14800000000000002,2,1,0.043,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (207.879486, 39.454533)>",0.0,False
986,134068.0,PGC134068,PGC134068,03423659-2458526,,G,55.652466000000004,-24.981287,24.82063729,,0.004746002373,16.17,0.41,-15.8041,14.874,0.09,14.389000000000001,0.135,14.199000000000002,0.21,2,1,0.031,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (55.652466, -24.981287)>",0.0,False
987,134091.0,PGC134091,PGC134091,03360498-2559029,,G,54.020786,-25.98415,22.8245771024,,0.00424683212342,16.12,0.4,-15.672,14.575999999999999,0.083,14.181,0.134,13.944,0.203,2,1,0.037,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (54.020786, -25.98415)>",0.0,False
988,135142.0,PGC135142,PGC135142,04083660-2103525,,G,62.152515,-21.064604,36.6972004778,,0.008414,15.412,,-17.4112,13.645,0.055,12.944,0.069,12.919,0.11199999999999999,1,1,0.106,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (62.152515, -21.064604)>",0.0,False
989,139147.0,PGC139147,PGC139147,08525839+4927374,,G,133.243332,49.460396,29.293262833000004,,0.006173373086689999,14.59,0.49,-17.7438,12.669,0.022000000000000002,12.033,0.032,11.788,0.040999999999999995,2,1,0.069,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (133.243332, 49.460396)>",0.0,False
990,142873.0,PGC142873,PGC142873,10562004+3116126,,G,164.083527,31.270184000000004,23.6755336432,,0.00460110230055,16.54,0.32,-15.3315,15.272,0.079,14.747,0.107,14.74,0.19,2,1,0.079,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (164.083527, 31.270184)>",0.0,False
991,154227.0,PGC154227,PGC154227,09442356-1300453,,G,146.09819,-13.012584,37.839024892800005,,0.0084207942104,15.6,0.5,-17.2897,14.919,0.07200000000000001,14.286,0.095,13.937999999999999,0.14400000000000002,2,1,0.091,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (146.09819, -13.012584)>",0.0,False
992,156904.0,PGC156904,PGC156904,11404028-0551119,,G,175.167847,-5.853328,28.258809856,,0.006508,14.698,,-17.5578,12.847000000000001,0.034,12.177,0.045,11.985,0.078,1,1,0.14,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (175.167847, -5.853328)>",0.0,False
993,158522.0,PGC158522,PGC158522,13070165-0741548,,G,196.756897,-7.698582000000001,28.4665349914,,0.007111,14.994000000000002,,-17.2777,13.397,0.055,12.79,0.068,12.524000000000001,0.124,1,1,0.132,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (196.756897, -7.698582)>",0.0,False
994,170208.0,PGC170208,PGC170208,12501691-0740058,,G,192.57046499999998,-7.668303,33.2355218875,,0.008607,14.835999999999999,,-17.772000000000002,14.172,0.057,13.72,0.075,13.574000000000002,0.129,1,1,0.074,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (192.570465, -7.668303)>",0.0,False
995,170209.0,PGC170209,PGC170209,12501917-0521468,,G,192.57988,-5.363008,38.5295566215,,0.009706000000000001,14.897,,-18.032,14.129000000000001,0.067,13.640999999999998,0.09,13.418,0.151,1,1,0.088,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (192.57988, -5.363008)>",0.0,False
996,170245.0,PGC170245,PGC170245,13231863-0938374,,G,200.827637,-9.643734,31.432649367699998,,0.00791490395745,14.9,0.38,-17.5869,14.235999999999999,0.138,13.504000000000001,0.151,12.761,0.182,2,1,0.111,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (200.827637, -9.643734)>",0.0,False
997,170257.0,PGC170257,PGC170257,13292099-2110452,,G,202.337494,-21.179226,25.9273036188,,0.007205,14.652000000000001,,-17.4168,14.05,0.09,13.334000000000001,0.10400000000000001,13.052,0.151,1,1,0.289,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (202.337494, -21.179226)>",0.0,False
998,213808.0,PGC213808,PGC213808,11180353+5844495,,G,169.51474,58.747105000000005,33.5650196005,,0.0067575933788,16.77,0.3,-15.8594,15.033,0.092,14.602,0.17800000000000002,14.32,0.172,2,1,0.028,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (169.51474, 58.747105)>",0.0,False
999,792714.0,PGC792714,PGC792714,15184471-2410509,,G,229.68629500000003,-24.180817,23.5286492185,,0.00629223314612,15.98,0.36,-15.878,14.965,0.085,14.286,0.10099999999999999,14.347000000000001,0.19399999999999998,2,1,0.411,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (229.686295, -24.180817)>",0.0,False
1000,838777.0,PGC838777,PGC838777,00503982-2039027,,G,12.665953,-20.650774,24.755807364899997,,0.00472668236334,15.92,0.35,-16.0484,15.048,0.081,14.332,0.09699999999999999,14.488,0.184,2,1,0.049,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (12.665953, -20.650774)>",0.0,False
1001,870639.0,PGC870639,PGC870639,11584550-1814456,,G,179.689621,-18.246025,26.065668205300003,,0.0065060000000000005,15.649000000000001,,-16.4313,14.402000000000001,0.067,13.664000000000001,0.086,13.9,0.17,1,1,0.112,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (179.689621, -18.246025)>",0.0,False
1002,894102.0,PGC894102,PGC894102,13115849-1644541,,G,197.993744,-16.748379,24.760129312399997,,0.006751999999999999,14.959000000000001,,-17.0098,12.909,0.033,12.252,0.045,12.029000000000002,0.08,1,1,0.208,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (197.993744, -16.748379)>",0.0,False
1003,896031.0,PGC896031,PGC896031,13085477-1636106,,G,197.22821000000002,-16.602964,31.8875906001,,0.00820302410151,16.13,0.31,-16.3881,14.199000000000002,0.066,13.489,0.066,13.210999999999999,0.113,2,1,0.244,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (197.22821, -16.602964)>",0.0,False
1004,896975.0,PGC896975,PGC896975,14132358-1631468,,G,213.348267,-16.529676000000002,39.6677874019,,0.009706000000000001,14.832,,-18.1602,12.699000000000002,0.038,12.002,0.05,11.827,0.071,1,1,0.213,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (213.348267, -16.529676)>",0.0,False
1005,903751.0,PGC903751,PGC903751,03461548-1559527,,G,56.56451,-15.997978,38.7510841957,,0.009041,14.985,,-17.9564,12.890999999999998,0.04,12.232999999999999,0.053,12.07,0.079,1,1,0.125,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (56.56451, -15.997978)>",0.0,False
1006,911785.0,PGC911785,PGC911785,03050763-1523375,,G,46.281826,-15.393767,28.9902448308,,0.006338,15.144,,-17.1673,14.257,0.076,13.509,0.096,13.54,0.159,1,1,0.114,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (46.281826, -15.393767)>",0.0,False
1007,916523.0,PGC916523,PGC916523,02054250-1502330,,G,31.427095,-15.042506,26.2516065686,,0.00534429267215,16.23,0.36,-15.8658,14.914000000000001,0.098,14.228,0.121,13.932,0.17300000000000001,2,1,0.063,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (31.427095, -15.042506)>",0.0,False
1008,918481.0,PGC918481,PGC918481,11533767-1453528,,G,178.40696699999998,-14.898010000000001,23.2133062553,,0.005797,14.885,,-16.9437,12.927,0.04,12.318,0.047,12.075999999999999,0.094,1,1,0.107,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (178.406967, -14.89801)>",0.0,False
1009,919931.0,PGC919931,PGC919931,14094865-1447200,,G,212.452713,-14.788905999999999,29.912388667,,0.00744702372351,16.06,0.36,-16.3193,14.987,0.071,14.38,0.094,14.267000000000001,0.17600000000000002,2,1,0.207,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (212.452713, -14.788906)>",0.0,False
1010,924727.0,PGC924727,PGC924727,13033851-1425412,,G,195.91047700000001,-14.428116000000001,32.9103980621,,0.008580814290409999,15.08,0.49,-17.5067,13.915999999999999,0.064,13.482999999999999,0.076,13.220999999999998,0.13699999999999998,2,1,0.145,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (195.910477, -14.428116)>",0.0,False
1011,965717.0,PGC965717,PGC965717,09201396-1126359,,G,140.058197,-11.443323,28.077063190900002,,0.00603204301602,16.38,0.34,-15.8618,15.019,0.08,14.607999999999999,0.12,14.27,0.183,2,1,0.161,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (140.058197, -11.443323)>",0.0,False
1012,974148.0,PGC974148,PGC974148,15070354-1045211,,G,226.764786,-10.755879,37.5958595214,,0.008938,14.765,,-18.1107,13.412,0.077,13.039000000000001,0.11,12.464,0.131,1,1,0.31,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (226.764786, -10.755879)>",0.0,False
1013,1003283.0,PGC1003283,PGC1003283,12475094-0828163,,G,191.96225,-8.471212,4.55213048931,,0.003317,15.011,,-13.2801,13.427999999999999,0.057999999999999996,12.852,0.09300000000000001,12.577,0.113,1,1,0.091,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (191.96225, -8.471212)>",0.0,False
1014,1007660.0,PGC1007660,PGC1007660,03172972-0808431,,G,49.373844,-8.14531,27.9083091517,,0.006298743149370001,15.19,0.4,-17.0387,14.429,0.091,13.604000000000001,0.094,13.312000000000001,0.14400000000000002,2,1,0.268,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (49.373844, -8.14531)>",0.0,False
1015,1028168.0,PGC1028168,PGC1028168,01305419-0649412,,G,22.725821,-6.828117999999999,31.5799554852,,0.007128,14.675999999999998,,-17.8211,13.133,0.053,12.335999999999999,0.07400000000000001,12.257,0.11699999999999999,1,1,0.119,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (22.725821, -6.828118)>",0.0,False
1016,1040545.0,PGC1040545,PGC1040545,13273030-0546376,,G,201.876251,-5.7771360000000005,1.9450720753400002,,0.0031668015834,17.92,0.36,-8.52468,15.048,0.078,14.405,0.087,14.07,0.157,2,1,0.089,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (201.876251, -5.777136)>",0.0,False
1017,1045441.0,PGC1045441,PGC1045441,04495148-0522575,,G,72.464516,-5.382658,34.4062834151,,0.008536084268040001,16.55,0.49,-16.1332,14.87,0.078,14.265,0.105,14.034,0.168,2,1,0.135,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (72.464516, -5.382658)>",0.0,False
