,PGC,GWGC_name,HyperLEDA_name,2MASS_name,SDSS-DR12_name,Type,RA,Dec,dist,dist_err,z,B_mag,B_err,B_Abs,J_mag,J_err,H_mag,H_err,K_mag,K_err,flag2,flag3,Av,SkyCoord,HST,used
329,13575.0,IC0346,IC0346,03414466-1816014,,G,55.436096,-18.267060999999998,30.964787828800002,,0.016054,13.349,,-19.1053,10.948,0.027999999999999997,10.277000000000001,0.037000000000000005,10.036,0.057999999999999996,3,1,0.196,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (55.436096, -18.267061)>",0.0,False
330,25237.0,NGC2701,NGC2701,08590572+5346183,,G,134.77383400000002,53.771755000000006,35.9246726604,,0.0077555138777600004,12.69,0.3,-20.087,10.901,0.027999999999999997,10.282,0.047,10.016,0.051,3,1,0.048,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (134.773834, 53.771755)>",0.0,False
331,28313.0,ESO499-009,ESO499-009,09501811-2301311,,G,147.57547,-23.025309,30.7525434076,,0.014740999999999999,13.22,,-19.2194,10.99,0.019,10.29,0.026000000000000002,10.031,0.034,3,1,0.14,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (147.57547, -23.025309)>",0.0,False
332,39719.0,NGC4269,NGC4269,12194918+0600541,,G,184.954926,6.015038,31.0774139314,,0.014430000000000002,13.837,,-18.6252,10.895999999999999,0.021,10.249,0.026000000000000002,10.026,0.043,3,1,0.056,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (184.954926, 6.015038)>",0.0,False
333,47770.0,PGC047770,PGC047770,13335006-1207500,,G,203.458603,-12.130581,33.205175383400004,,0.013132,13.674000000000001,,-18.932000000000002,10.932,0.016,10.258,0.02,10.039,0.036000000000000004,3,1,0.151,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (203.458603, -12.130581)>",0.0,False
334,55419.0,NGC5963,NGC5963,15332779+5633345,,G,233.365814,56.559608,14.6696817665,,0.012131999999999999,12.992,,-17.8401,10.884,0.016,10.249,0.024,10.029,0.034,3,1,0.032,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (233.365814, 56.559608)>",0.0,False
335,21334.0,IC0455,IC0455,07345760+8532138,,G,113.740021,85.537186,33.0751227005,,0.014391999999999999,13.687999999999999,,-18.9095,11.002,0.018000000000000002,10.292,0.026000000000000002,10.052,0.034,3,1,0.194,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (113.740021, 85.537186)>",0.0,False
336,18148.0,IC2152,IC2152,05575341-2310507,,G,89.472542,-23.180771,29.6309506323,,0.012734,13.447000000000001,,-18.9117,10.905,0.018000000000000002,10.227,0.026000000000000002,10.045,0.038,3,1,0.106,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (89.472542, -23.180771)>",0.0,False
337,53178.0,IC1067,IC1067,14530523+0319541,,G,223.27180499999997,3.331717,24.0514207275,,0.009597,13.4,,-18.5057,10.945,0.027000000000000003,10.279000000000002,0.036000000000000004,10.052999999999999,0.055,3,1,0.133,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (223.271805, 3.331717)>",0.0,False
338,69489.0,NGC7351,NGC7351,22412693-0426410,,G,340.362244,-4.444739,17.9442412944,,0.008792,13.198,,-18.0716,10.905,0.016,10.247,0.024,10.054,0.034,3,1,0.12,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (340.362244, -4.444739)>",0.0,False
339,50895.0,NGC5523,NGC5523,14145230+2519034,,G,213.71795699999998,25.317614000000003,17.9744199787,,0.00479304239652,12.3,0.3,-18.9733,10.93,0.021,10.258,0.027999999999999997,10.047,0.037000000000000005,3,1,0.051,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (213.717957, 25.317614)>",0.0,False
340,32287.0,NGC3380,NGC3380,10481215+2836063,,G,162.050644,28.601771999999997,25.9143322954,,0.010154,13.235999999999999,,-18.8317,10.923,0.017,10.287,0.026000000000000002,10.051,0.032,3,1,0.068,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (162.050644, 28.601772)>",0.0,False
341,47493.0,ESO576-076,ESO576-076,13304287-2225159,,G,202.678665,-22.421101,16.5132922934,,0.013144,13.59,,-17.4992,10.984000000000002,0.019,10.305,0.024,10.08,0.04,3,1,0.284,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (202.678665, -22.421101)>",0.0,False
342,53417.0,NGC5781,NGC5781,14564121-1714382,,G,224.17172200000002,-17.243969,24.656404448299998,,0.005087882543939999,13.83,0.3,-18.1296,11.06,0.019,10.375,0.023,10.08,0.038,3,1,0.259,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (224.171722, -17.243969)>",0.0,False
343,40705.0,NGC4413,NGC4413,12263225+1236390,,G,186.634415,12.610858,5.20858032462,,0.008692,12.325,,-16.2586,10.897,0.023,10.344000000000001,0.040999999999999995,10.058,0.043,3,1,0.086,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (186.634415, 12.610858)>",0.0,False
344,61611.0,UGC11168,UGC11168,18135961+1316333,,G,273.49841299999997,13.275932000000001,35.252140720300005,,0.014286000000000002,13.019,,-19.7169,11.023,0.027000000000000003,10.384,0.036000000000000004,10.113999999999999,0.046,3,1,0.411,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (273.498413, 13.275932)>",0.0,False
345,2802.0,NGC0255,NGC0255,00474730-1128073,,G,11.94712,-11.468698,26.7705707365,,0.009014,12.087,,-20.0513,10.880999999999998,0.022000000000000002,10.234,0.032,10.076,0.057999999999999996,3,1,0.071,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (11.94712, -11.468698)>",0.0,False
346,32424.0,NGC3395,NGC3395,10495011+3258582,,G,162.45881699999998,32.982838,26.7013698648,,0.00589176294588,12.19,0.3,-19.9427,10.946,0.021,10.309000000000001,0.034,10.078,0.039,3,1,0.066,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (162.458817, 32.982838)>",0.0,False
347,49275.0,NGC5337,NGC5337,13522304+3941140,,G,208.096008,39.687225,32.7196765023,,0.00896133448067,13.37,0.39,-19.204,10.972000000000001,0.015,10.317,0.022000000000000002,10.074,0.031,3,1,0.038,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (208.096008, 39.687225)>",0.0,False
348,25166.0,UGC04601,UGC04601,08570735+8448308,,G,134.28063999999998,84.808571,29.3322247029,,0.019754,13.965,,-18.3717,11.213,0.016,10.402000000000001,0.022000000000000002,10.093,0.027000000000000003,3,1,0.169,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (134.28064, 84.808571)>",0.0,False
349,25926.0,ESO564-027,ESO564-027,09115466-2007008,,G,137.977768,-20.116894,33.9986288816,,0.00826854413427,11.76,0.3,-20.8973,11.307,0.03,10.515999999999998,0.042,10.129,0.044000000000000004,3,1,0.412,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (137.977768, -20.116894)>",0.0,False
350,10313.0,NGC1076,NGC1076,02432925-1445156,,G,40.871902,-14.754353,31.0644183779,,0.011506,13.286,,-19.1753,10.959000000000001,0.018000000000000002,10.355,0.027999999999999997,10.085,0.037000000000000005,3,1,0.059,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (40.871902, -14.754353)>",0.0,False
351,24530.0,UGC04559,UGC04559,08440760+3007087,,G,131.031708,30.119106,31.159720521700002,,0.006948483474239999,13.5,0.3,-18.968,11.203,0.018000000000000002,10.450999999999999,0.025,10.107999999999999,0.028999999999999998,3,1,0.167,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (131.031708, 30.119106)>",0.0,False
352,34561.0,NGC3614,NGC3614,11182139+4544538,,G,169.58914199999998,45.748290999999995,36.3239298978,,0.011105,12.744000000000002,,-20.057000000000002,11.007,0.022000000000000002,10.366,0.028999999999999998,10.091000000000001,0.032,3,1,0.038,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (169.589142, 45.748291)>",0.0,False
353,50728.0,NGC5520,NGC5520,14122277+5020543,,G,213.09491,50.348434000000005,31.2680223974,,0.015718,13.142999999999999,,-19.3325,11.056,0.016,10.386,0.022000000000000002,10.093,0.035,3,1,0.048,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (213.09491, 50.348434)>",0.0,False
354,58115.0,NGC6155,NGC6155,16260830+4822009,,G,246.534607,48.36692,38.0691831117,,0.012794,12.959000000000001,,-19.9439,10.923,0.02,10.312000000000001,0.027000000000000003,10.092,0.045,3,1,0.037,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (246.534607, 48.36692)>",0.0,False
355,17969.0,ESO555-002,ESO555-002,05502670-1943328,,G,87.611267,-19.725798,36.6928598342,,0.019144,13.969000000000001,,-18.8539,11.228,0.022000000000000002,10.43,0.025,10.113,0.037000000000000005,3,1,0.156,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (87.611267, -19.725798)>",0.0,False
356,10789.0,NGC1121,NGC1121,02503921-0144025,,G,42.663387,-1.7340400000000002,35.6426233163,,0.014355000000000001,14.116,,-18.6438,11.050999999999998,0.015,10.354000000000001,0.022000000000000002,10.118,0.031,3,1,0.179,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (42.663387, -1.73404)>",0.0,False
357,46408.0,ESO576-030,ESO576-030,13185909-1835167,,G,199.74624599999999,-18.587984,32.9624153113,,0.016955,13.714,,-18.8761,11.056,0.015,10.38,0.022000000000000002,10.123,0.038,3,1,0.214,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (199.746246, -18.587984)>",0.0,False
358,55104.0,UGC09858,UGC09858,15264148+4033518,,G,231.672836,40.5644,39.2202595514,,0.00768474384237,12.5,0.3,-20.4676,11.064,0.018000000000000002,10.4,0.02,10.101,0.024,3,1,0.045,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (231.672836, 40.5644)>",0.0,False
359,26390.0,IC2461,IC2461,09195802+3711277,,G,139.99179099999998,37.191047999999995,34.2544901538,,0.0066983733491899995,14.15,0.3,-18.5236,11.363,0.016,10.527999999999999,0.021,10.107999999999999,0.021,3,1,0.034,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (139.991791, 37.191048)>",0.0,False
360,23234.0,ESO494-042,ESO494-042,08172690-2440519,,G,124.36210600000001,-24.681089,28.713228900300003,,0.01225,13.322000000000001,,-18.9684,11.214,0.03,10.502,0.036000000000000004,10.168,0.057,3,1,0.444,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (124.362106, -24.681089)>",0.0,False
361,43837.0,NGC4779,NGC4779,12535086+0942357,,G,193.461929,9.70992,39.3766688872,,0.007388,12.921,,-20.0552,11.04,0.034,10.357000000000001,0.040999999999999995,10.118,0.064,3,1,0.059,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (193.461929, 9.70992)>",0.0,False
362,45955.0,PGC045955,PGC045955,13133224-1704434,,G,198.384369,-17.078726,36.8968774028,,0.016452,13.544,,-19.2909,11.135,0.023,10.425,0.028999999999999998,10.162,0.055999999999999994,3,1,0.26,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (198.384369, -17.078726)>",0.0,False
363,41661.0,NGC4516,NGC4516,12330756+1434297,,G,188.281509,14.574936,15.0400267678,,0.009087,13.445,,-17.4412,11.052999999999999,0.019,10.354000000000001,0.03,10.142999999999999,0.036000000000000004,3,1,0.097,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (188.281509, 14.574936)>",0.0,False
364,40231.0,NGC4336,NGC4336,12232983+1925373,,G,185.874298,19.427031,16.9183643901,,0.008962999999999999,12.625,,-18.5168,11.020999999999999,0.022000000000000002,10.376,0.034,10.145,0.043,3,1,0.108,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (185.874298, 19.427031)>",0.0,False
365,64140.0,ESO595-014,ESO595-014,20073727-2107307,,G,301.905304,-21.125214,35.156697768,,0.011845999999999999,12.58,,-20.15,11.137,0.028999999999999998,10.442,0.04,10.19,0.06,3,1,0.401,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (301.905304, -21.125214)>",0.0,False
366,37072.0,NGC3922,NGC3922,11511346+5009242,,G,177.806107,50.156746000000005,17.801974844300002,,0.010283,13.347000000000001,,-17.9053,11.019,0.021,10.399000000000001,0.033,10.149,0.036000000000000004,3,1,0.058,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (177.806107, 50.156746)>",0.0,False
367,27232.0,NGC2919,NGC2919,09344754+1017014,,G,143.69812,10.28373,36.1807114666,,0.011514,12.915,,-19.8774,11.123,0.027000000000000003,10.453,0.034,10.162,0.053,3,1,0.078,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (143.69812, 10.28373)>",0.0,False
368,49464.0,NGC5362,NGC5362,13545329+4118487,,G,208.722076,41.313534000000004,33.209510578,,0.0056277928139,12.7,0.3,-19.9063,11.067,0.018000000000000002,10.429,0.026000000000000002,10.167,0.038,3,1,0.017,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (208.722076, 41.313534)>",0.0,False
369,38550.0,NGC4127,NGC4127,12082637+7648144,,G,182.109879,76.804001,31.034095656999998,,0.012004,13.302999999999999,,-19.1562,11.106,0.025,10.444,0.038,10.201,0.040999999999999995,3,1,0.248,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (182.109879, 76.804001)>",0.0,False
370,54644.0,ESO514-003,ESO514-003,15183594-2407119,,G,229.649765,-24.119984,29.9816701185,,0.012095999999999999,13.839,,-18.5453,11.205,0.019,10.477,0.024,10.236,0.035,3,1,0.404,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (229.649765, -24.119984)>",0.0,False
371,53093.0,PGC053093,PGC053093,14521037-1044254,,G,223.04321299999998,-10.740404,36.0418400344,,0.012958,13.319,,-19.465,11.205,0.02,10.514000000000001,0.026000000000000002,10.216000000000001,0.037000000000000005,3,1,0.234,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (223.043213, -10.740404)>",0.0,False
372,45787.0,NGC5014,NGC5014,13113119+3616556,,G,197.87999,36.28212,19.4837791731,,0.013068000000000001,13.592,,-17.8564,11.099,0.013999999999999999,10.414000000000001,0.02,10.19,0.025,3,1,0.021,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (197.87999, 36.28212)>",0.0,False
373,12956.0,NGC1338,NGC1338,03285455-1209120,,G,52.227309999999996,-12.153349,34.2891850244,,0.00751086375543,13.37,0.3,-19.3058,11.173,0.024,10.488,0.038,10.228,0.049,3,1,0.256,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (52.22731, -12.153349)>",0.0,False
374,27148.0,PGC027148,PGC027148,09333514-2508100,,G,143.396454,-25.136124,37.126957719400004,,0.019665000000000002,14.029000000000002,,-18.8194,11.199000000000002,0.02,10.499,0.024,10.221,0.037000000000000005,3,1,0.184,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (143.396454, -25.136124)>",0.0,False
375,5679.0,NGC0586,NGC0586,01313683-0653374,,G,22.903496,-6.8937289999999996,28.8647185431,,0.014830000000000001,13.587,,-18.7148,11.136,0.023,10.435,0.034,10.215,0.048,3,1,0.113,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (22.903496, -6.893729)>",0.0,False
376,23770.0,UGC04297,UGC04297,08282889+8536288,,G,127.120377,85.608017,32.5853123768,,0.013691,13.845,,-18.7201,11.149000000000001,0.018000000000000002,10.443,0.031,10.231,0.036000000000000004,3,1,0.21,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (127.120377, 85.608017)>",0.0,False
377,51995.0,NGC5666,NGC5666,14330917+1030388,,G,218.288239,10.510788,31.692606630100002,,0.00589176294588,13.76,0.3,-18.7448,11.120999999999999,0.015,10.449000000000002,0.02,10.213,0.031,3,1,0.073,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (218.288239, 10.510788)>",0.0,False
378,41189.0,NGC4470,NGC4470,12293780+0749266,,G,187.407501,7.824057000000001,33.764471450100004,,0.0038455219227600005,13.11,0.3,-19.5323,11.035,0.027999999999999997,10.449000000000002,0.043,10.221,0.057,3,1,0.065,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (187.407501, 7.824057)>",0.0,False
379,41958.0,NGC4544,NGC4544,12353660+0302043,,G,188.902527,3.034532,15.7119438725,,0.0032298016149000003,13.47,0.3,-17.5111,11.255,0.027000000000000003,10.517999999999999,0.033,10.22,0.05,3,1,0.06,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (188.902527, 3.034532)>",0.0,False
380,9987.0,ESO545-040,ESO545-040,02381170-2010010,,G,39.548759000000004,-20.166956,24.7774171702,,0.012364,13.388,,-18.5823,11.140999999999998,0.024,10.472999999999999,0.039,10.225,0.047,3,1,0.08,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (39.548759, -20.166956)>",0.0,False
381,26571.0,NGC2852,NGC2852,09231456+4009499,,G,140.810684,40.163879,28.587715208600002,,0.012546,14.197000000000001,,-18.0839,11.172,0.013000000000000001,10.467,0.019,10.226,0.026000000000000002,3,1,0.04,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (140.810684, 40.163879)>",0.0,False
382,29745.0,IC0598,IC0598,10124858+4308439,,G,153.202423,43.145546,34.822673266100004,,0.018331,14.043,,-18.6663,11.122,0.013999999999999999,10.455,0.018000000000000002,10.231,0.028999999999999998,3,1,0.037,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (153.202423, 43.145546)>",0.0,False
383,46473.0,NGC5079,NGC5079,13193805-1241562,,G,199.908554,-12.698961,29.4491136104,,0.015234000000000001,13.024000000000001,,-19.3214,11.215,0.026000000000000002,10.519,0.033,10.244000000000002,0.055,3,1,0.131,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (199.908554, -12.698961)>",0.0,False
384,69734.0,NGC7378,NGC7378,22474769-1148598,,G,341.94872999999995,-11.816627,39.6938591994,,0.014565999999999999,13.15,,-19.8436,11.229000000000001,0.027000000000000003,10.589,0.046,10.252,0.053,3,1,0.141,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (341.94873, -11.816627)>",0.0,False
385,36655.0,UGC06732,UGC06732,11453317+5858408,,G,176.388229,58.978024,37.7304662989,,0.016515000000000002,14.182,,-18.7015,11.183,0.011000000000000001,10.513,0.016,10.245,0.022000000000000002,3,1,0.053,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (176.388229, 58.978024)>",0.0,False
386,16144.0,IC2098,IC2098,04504430-0525067,,G,72.684601,-5.418544,38.8162427165,,0.00751086375543,12.78,0.3,-20.1651,11.581,0.022000000000000002,10.67,0.026000000000000002,10.255999999999998,0.037000000000000005,3,1,0.128,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (72.684601, -5.418544)>",0.0,False
387,27998.0,IC0560,IC0560,09455343-0016055,,G,146.472656,-0.268221,28.1592804372,,0.007953,13.535,,-18.7131,11.157,0.023,10.514000000000001,0.039,10.290999999999999,0.048,3,1,0.364,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (146.472656, -0.268221)>",0.0,False
388,32044.0,NGC3361,NGC3361,10442917-1112284,,G,161.121567,-11.207892999999999,27.531895039299997,,0.010608,12.944,,-19.2552,11.168,0.022000000000000002,10.499,0.03,10.255,0.057,3,1,0.09,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (161.121567, -11.207893)>",0.0,False
389,31708.0,NGC3320,NGC3320,10393652+4723526,,G,159.902176,47.397964,36.497537888000004,,0.017662999999999998,12.757,,-20.0543,11.172,0.02,10.542,0.032,10.259,0.040999999999999995,3,1,0.055,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (159.902176, 47.397964)>",0.0,False
390,42427.0,NGC4598,NGC4598,12401194+0823014,,G,190.04977399999999,8.383724,29.8257892953,,0.00420189210095,13.36,0.24,-19.012999999999998,11.259,0.038,10.539000000000001,0.051,10.264000000000001,0.071,3,1,0.066,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (190.049774, 8.383724)>",0.0,False
391,50613.0,NGC5492,NGC5492,14103518+1936444,,G,212.646622,19.612354,31.917922674299998,,0.018924,13.565999999999999,,-18.9542,11.255,0.016,10.508,0.022000000000000002,10.270999999999999,0.027999999999999997,3,1,0.109,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (212.646622, 19.612354)>",0.0,False
392,11846.0,IC0292,IC0292,03101293+4045564,,G,47.553875,40.765694,35.3692797355,,0.00997731498866,12.98,0.06,-19.7631,11.337,0.019,10.597000000000001,0.022000000000000002,10.318,0.033,3,1,0.443,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (47.553875, 40.765694)>",0.0,False
393,5034.0,NGC0502,NGC0502,01225553+0902570,,G,20.731415,9.049169000000001,34.7576082344,,0.0071202635601300005,13.54,0.06,-19.1652,11.212,0.009000000000000001,10.51,0.012,10.28,0.017,3,1,0.101,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (20.731415, 9.049169)>",0.0,False
394,39728.0,NGC4275,NGC4275,12195260+2737152,,G,184.969177,27.620890000000003,33.2311866523,,0.00830655415328,13.4,0.3,-19.2077,11.186,0.019,10.493,0.027999999999999997,10.275,0.034,3,1,0.056,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (184.969177, 27.62089)>",0.0,False
395,54437.0,ESO513-030,ESO513-030,15150880-2248159,,G,228.78669700000003,-22.80444,33.6820874255,,0.012278,13.345999999999998,,-19.291,11.349,0.021,10.655999999999999,0.027999999999999997,10.331,0.037000000000000005,3,1,0.471,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (228.786697, -22.80444)>",0.0,False
396,32499.0,NGC3400,NGC3400,10504550+2828081,,G,162.68958999999998,28.468929,23.9563639633,,0.012119,13.569,,-18.3281,11.151,0.021,10.503,0.033,10.279000000000002,0.039,3,1,0.048,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (162.68959, 28.468929)>",0.0,False
397,48917.0,NGC5303,NGC5303,13474496+3818163,,G,206.937347,38.304531,22.6863755575,,0.005375582687790001,13.15,0.3,-18.6288,11.163,0.013000000000000001,10.555,0.02,10.294,0.027000000000000003,3,1,0.037,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (206.937347, 38.304531)>",0.0,False
398,3603.0,UGC00622,UGC00622,01002812+4759428,,G,15.117172,47.995247,37.1182750978,,0.012328,13.352,,-19.4959,11.312999999999999,0.025,10.64,0.04,10.344000000000001,0.044000000000000004,3,1,0.409,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (15.117172, 47.995247)>",0.0,False
399,52741.0,UGC09519,UGC09519,14462112+3422143,,G,221.58802799999998,34.370651,25.7284167089,,0.015535,14.289000000000001,,-17.7631,11.269,0.012,10.536,0.016,10.300999999999998,0.026000000000000002,3,1,0.059,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (221.588028, 34.370651)>",0.0,False
400,3526.0,ESO541-004,ESO541-004,00585800-1844335,,G,14.741685,-18.742655,30.9258029386,,0.0058380029189999995,13.07,0.3,-19.3816,11.125,0.028999999999999998,10.495,0.049,10.302999999999999,0.069,3,1,0.06,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (14.741685, -18.742655)>",0.0,False
401,46270.0,IC0863,IC0863,13171239-1715162,,G,199.301636,-17.254513,32.6329892238,,0.012681999999999999,13.597000000000001,,-18.9713,11.247,0.018000000000000002,10.574000000000002,0.023,10.325,0.04,3,1,0.218,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (199.301636, -17.254513)>",0.0,False
402,8678.0,NGC0865,NGC0865,02161510+2835590,,G,34.062954,28.599733,36.519239649,,0.017092,13.130999999999998,,-19.6816,11.337,0.018000000000000002,10.659,0.027000000000000003,10.331,0.036000000000000004,3,1,0.237,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (34.062954, 28.599733)>",0.0,False
403,33375.0,NGC3499,NGC3499,11031110+5613179,,G,165.79628,56.221664000000004,26.182418734099997,,0.005672312836159999,14.15,0.41,-17.94,11.255999999999998,0.013000000000000001,10.558,0.016,10.307,0.026000000000000002,3,1,0.023,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (165.79628, 56.221664)>",0.0,False
404,45911.0,ESO576-011,ESO576-011,13130510-1958368,,G,198.271286,-19.97691,36.0808969235,,0.013918999999999999,13.302,,-19.4844,11.368,0.031,10.565999999999999,0.042,10.338,0.05,3,1,0.242,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (198.271286, -19.97691)>",0.0,False
405,16060.0,PGC016060,PGC016060,04483441-0352015,,G,72.143387,-3.867104,37.3179822495,,0.022938,14.068,,-18.7916,11.317,0.016,10.604000000000001,0.023,10.325999999999999,0.033,3,1,0.12,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (72.143387, -3.867104)>",0.0,False
406,39308.0,NGC4222,NGC4222,12162252+1318254,,G,184.093842,13.307070999999999,2.01793250895,,0.0049494924747499995,13.27,0.3,-13.2545,11.373,0.024,10.636,0.035,10.327,0.044000000000000004,3,1,0.084,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (184.093842, 13.307071)>",0.0,False
407,52002.0,PGC052002,PGC052002,14330959-1524184,,G,218.289978,-15.405128,36.0201419999,,0.015884,14.115,,-18.6677,11.347999999999999,0.024,10.633,0.033,10.360999999999999,0.05,3,1,0.305,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (218.289978, -15.405128)>",0.0,False
408,44358.0,PGC044358,PGC044358,12574682-0938015,,G,194.445114,-9.633777,17.573501808299998,,0.00268758134379,12.97,0.3,-18.2543,11.325999999999999,0.032,10.613,0.043,10.34,0.066,3,1,0.121,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (194.445114, -9.633777)>",0.0,False
409,46535.0,NGC5088,NGC5088,13202023-1234185,,G,200.08432,-12.571814999999999,15.780867813599999,,0.014643999999999999,11.904000000000002,,-19.0867,11.219000000000001,0.026000000000000002,10.568,0.038,10.344000000000001,0.055,3,1,0.142,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (200.08432, -12.571815)>",0.0,False
410,11359.0,NGC1163,NGC1163,03002208-1709091,,G,45.092037,-17.152529,33.4783058794,,0.009185824592910001,13.68,0.3,-18.9438,11.425,0.02,10.613,0.03,10.339,0.039,3,1,0.082,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (45.092037, -17.152529)>",0.0,False
411,37325.0,NGC3956,NGC3956,11540068-2034023,,G,178.502869,-20.567331,19.9496925075,,0.0050412625206299995,11.8,0.3,-19.6997,11.249,0.033,10.74,0.052000000000000005,10.343,0.066,3,1,0.109,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (178.502869, -20.567331)>",0.0,False
