,Dec,Galaxies,RA
1223,40.3550455,"['PGC2165675', 'PGC049142']",207.7194065
1224,57.7951815,"['PGC2571927', 'NGC3669']",171.346176
1225,12.930268,"['UGC00132', 'UGC00134']",3.5083685
1226,12.930268,"['UGC00134', 'UGC00132']",3.5083685
1227,-1.2502705,"['UGC01945', 'NGC0941']",37.0837975
1228,-15.590199499999999,"['NGC1231', 'NGC1209']",46.567318
1229,-21.222518,"['ESO548-021', 'PGC135072']",51.764427
1230,-21.510112499999998,"['ESO548-040', 'ESO548-036']",53.4146385
1231,-19.396379500000002,"['ESO548-065', 'ESO548-064']",55.005852000000004
1232,-21.6977015,"['NGC1414', 'NGC1422']",55.3087485
1233,-21.704935,"['ESO555-020', 'ESO555-022']",90.1942325
1234,-22.937278499999998,"['ESO495-017', 'NGC2613']",128.2923735
1235,73.60531250000001,"['IC2389', 'NGC2636']",132.04603600000002
1236,32.8777695,"['IC2604', 'NGC3395']",162.406464
1237,27.927363,"['UGC05958', 'PGC093597']",162.81009699999998
1238,18.792641000000003,"['UGC06324', 'UGC06320']",169.58195500000002
1239,48.6927265,"['NGC3896', 'NGC3893']",177.19705949999997
1240,-19.920934,"['ESO572-024', 'ESO572-023']",179.2446975
1241,74.856262,"['UGC07189', 'NGC4133']",182.51789100000002
1242,5.5791474999999995,"['NGC4252', 'NGC4249']",184.5632705
1243,29.2791615,"['UGC07457', 'NGC4310']",185.7000655
1244,12.946933,"['IC3393', 'PGC041136']",187.24304999999998
1245,37.506544000000005,"['UGC08795', 'IC4341']",208.2972565
1246,37.506544000000005,"['IC4341', 'UGC08795']",208.2972565
1247,50.27874150000001,"['UGC09083', 'NGC5520']",212.9784775
1248,42.760942500000006,"['NGC5731', 'NGC5730']",220.003029
1249,48.340498,"['UGC09657', 'UGC09665']",225.29422
1250,72.4063795,"['IC1251', 'IC1254']",257.722031
1251,72.4063795,"['IC1254', 'IC1251']",257.722031
1252,15.97782,"['NGC7464', 'NGC7463']",345.47019950000004
1253,29.510904500000002,"['PGC213835', 'NGC3687']",172.009865
1254,-16.435494,"['NGC5047', 'NGC5049', 'NGC5046', 'PGC083856']",198.92255799999998
1255,-16.4958515,"['PGC083856', 'NGC5035']",198.754021
1256,5.375562333333332,"['PGC039652', 'NGC4259', 'NGC4268']",184.87453200000002
1257,5.55551,"['NGC4266', 'NGC4282']",185.01371749999998
1258,5.827712666666667,"['NGC4257', 'PGC039655', 'NGC4264']",184.839391
1259,5.9445305,"['NGC4269', 'IC3155', 'PGC039655', 'NGC4264']",184.90870675
